candidate_id,smiles,source_fragments,source_ligand_ids,generation_method,validity_status,property_status,docking_status,classical_rank,quantum_selected
GEN_661EF47B,C[N+](C)(C)CC(O)COc1ncnc2cc(N)ccc12,[14*]c1ncnc2cc(N)ccc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL420624;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_77F261B4,C[N+](C)(C)CC(O)COc1ncnc2c1sc1ccc([N+](=O)[O-])cc12,[14*]c1ncnc2c1sc1ccc([N+](=O)[O-])cc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL538814;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL544867;CHEMBL544868;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL553351;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_CF85A13C,C[N+](C)(C)CC(O)COc1ncnc2cnc(N)cc12,[14*]c1ncnc2cnc(N)cc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL51853;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_F78D628B,C[N+](C)(C)CC(O)COc1ncnc2ccc(N)cc12,[14*]c1ncnc2ccc(N)cc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL136492;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL332096;CHEMBL335648;CHEMBL335931;CHEMBL336113;CHEMBL338449;CHEMBL343352;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL52765;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_F49A0D93,C[N+](C)(C)CC(O)COc1ncnc2cc(N)ncc12,[14*]c1ncnc2cc(N)ncc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL121708;CHEMBL121709;CHEMBL122132;CHEMBL122534;CHEMBL123322;CHEMBL123523;CHEMBL123676;CHEMBL124528;CHEMBL124533;CHEMBL124617;CHEMBL124618;CHEMBL124673;CHEMBL125035;CHEMBL125331;CHEMBL125550;CHEMBL125810;CHEMBL125949;CHEMBL126062;CHEMBL126101;CHEMBL128001;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300083;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL331307;CHEMBL331792;CHEMBL332173;CHEMBL332846;CHEMBL332879;CHEMBL333041;CHEMBL333045;CHEMBL333115;CHEMBL333272;CHEMBL334173;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL338625;CHEMBL338662;CHEMBL339684;CHEMBL340438;CHEMBL341053;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL52076;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_F910B712,C[N+](C)(C)CC(O)COc1ncnc2c1sc1ncccc12,[14*]c1ncnc2c1sc1ncccc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL153409;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_90977992,C[N+](C)(C)CC(O)COc1ncnc2cnc(S(=O)(=O)CCO)cc12,[14*]c1ncnc2cnc(S(=O)(=O)CCO)cc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335440;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_27668299,C[N+](C)(C)CC(O)COc1ncnc2ccsc12,[14*]c1ncnc2ccsc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL345294;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_DBE1127D,C[N+](C)(C)CC(O)COc1ncnc2cnc(N)nc12,[14*]c1ncnc2cnc(N)nc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL298931;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL53831;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
GEN_5464EE7C,C[N+](C)(C)CC(O)COc1ncnc2cc3[nH]ncc3cc12,[14*]c1ncnc2cc3[nH]ncc3cc12;[3*]O[3*];[4*]CC(O)C[4*];[5*][N+](C)(C)C,CHEMBL101581;CHEMBL113902;CHEMBL114728;CHEMBL115440;CHEMBL116012;CHEMBL117326;CHEMBL1202473;CHEMBL1202477;CHEMBL1202478;CHEMBL135853;CHEMBL140561;CHEMBL14627;CHEMBL14699;CHEMBL14874;CHEMBL14932;CHEMBL14952;CHEMBL15202;CHEMBL15346;CHEMBL155761;CHEMBL160846;CHEMBL168656;CHEMBL168921;CHEMBL1744086;CHEMBL1744347;CHEMBL1744349;CHEMBL1788321;CHEMBL1907763;CHEMBL1907764;CHEMBL1907944;CHEMBL24026;CHEMBL24137;CHEMBL2448064;CHEMBL2448065;CHEMBL2448066;CHEMBL2448067;CHEMBL24828;CHEMBL24979;CHEMBL25425;CHEMBL25450;CHEMBL25579;CHEMBL25610;CHEMBL26641;CHEMBL269620;CHEMBL273789;CHEMBL279459;CHEMBL281872;CHEMBL281990;CHEMBL283088;CHEMBL286160;CHEMBL291359;CHEMBL291514;CHEMBL293064;CHEMBL293090;CHEMBL294034;CHEMBL294395;CHEMBL299672;CHEMBL299893;CHEMBL300791;CHEMBL304271;CHEMBL31965;CHEMBL335648;CHEMBL335931;CHEMBL338449;CHEMBL344486;CHEMBL348146;CHEMBL353823;CHEMBL39337;CHEMBL416191;CHEMBL419022;CHEMBL421326;CHEMBL422292;CHEMBL422347;CHEMBL422758;CHEMBL428534;CHEMBL460731;CHEMBL460732;CHEMBL47940;CHEMBL493428;CHEMBL514436;CHEMBL517907;CHEMBL533849;CHEMBL538507;CHEMBL538757;CHEMBL540292;CHEMBL540701;CHEMBL541307;CHEMBL542887;CHEMBL542891;CHEMBL542893;CHEMBL543361;CHEMBL544067;CHEMBL544074;CHEMBL544538;CHEMBL544770;CHEMBL545006;CHEMBL545315;CHEMBL552859;CHEMBL552860;CHEMBL553;CHEMBL554;CHEMBL55425;CHEMBL55794;CHEMBL56027;CHEMBL56142;CHEMBL56266;CHEMBL56319;CHEMBL56502;CHEMBL56505;CHEMBL56912;CHEMBL56936;CHEMBL57758;CHEMBL57759;CHEMBL57892;CHEMBL57990;CHEMBL59812;CHEMBL607707;CHEMBL60826;CHEMBL61119;CHEMBL939;CHEMBL95320;CHEMBL95774;CHEMBL98798;CHEMBL99024,BRICS,True,pending,pending,,False
